DATE,HOUSE #,STREET,OVER FLOW,NOT OUT,NOT AT CURB,DETAILS,,
7/27/18,4609,ORIOLE DR,,x,,,,
7/27/18,4704,N BROADWAY,x,,,,,
7/27/18,4764,BRIERLEY DR,,x,,,,
7/27/18,4853,CHAMBLISS AVE,,x,,,,
7/27/18,4921,JONQUIL DR,,x,,,,
7/27/18,5013,LAUREL WOODS DR,,x,,,,
7/27/18,5107,ASHEVILLE HWY,,x,,,,
7/27/18,5203,HOLSTON HILLS RD,,x,,,,
7/27/18,5242,MCINTYRE RD,,x,,,,
7/27/18,5315,EAST SUNSET RD,,x,,,,
7/27/18,5405,CRESTWOOD DR,,x,,,,
7/27/18,5425,PLANTATION PINE DR,,x,,,,
7/27/18,5508,VALDOSTA RD,,x,,,,
7/27/18,5601 ,TENNYSON DR,,x,,,,
7/27/18,5619,ASTER LN,,X,,,,
7/27/18,5706,WESTOVER DR,,x,,,,
7/27/18,5728,ACAPULCO AVE,,x,,,,
7/27/18,5817,PRIMUS RD,,x,,,,
7/27/18,5907,BRIDGE GARDEN RD,,x,,,,
7/27/18,5931,MONTINA RD,,x,,,,
7/27/18,6010,CRISP LN,,x,,,,
7/27/18,6103,EASTON RD,,x,,,,
7/27/18,6210,THOMAS RD,x,,,personal can ,,
7/27/18,6417,OLD VALLEY RD,,x,,,,
7/27/18,6615,TROUSDALE RD,,x,,,,
7/27/18,6805,CRYSTAL VIEW WAY,,x,,,,
7/27/18,6941,OLD KENT DR,,x,,,,
7/27/18,7101,ROCKINGHAM DR,,x,,,,
7/27/18,7203,MCPEAKE LN,,x,,,,
7/27/18,7314,DEANE HILL DR,,x,,,,
7/27/18,7433,HUNTLAND DR,,x,,,,
7/27/18,7628,BENNINGTON DR,,x,,,,
7/27/18,7815,ELLISVILLE LN,,X,,,,
7/27/18,7936,ELLISVILLE LN,,x,,,,
7/27/18,8132,HAYDEN DR,,x,,,,
7/27/18,9633,CLINGMANS DOME DR,,x,,,,
7/27/18,7914 APT 1117,GLEASON DR ,,x,,,,
7/28/18,108,GILL AVE,,x,,,,
7/28/18,119,ROYAL HEIGHTS DR,,x,,,,
7/28/18,147,HILLCREST DR,,x,,,,
7/28/18,205,E OKLAHOMA AVE,x, ,,,,
7/28/18,212,KIRKWALL LN,x,,,,,
7/28/18,222,CEDAR AVE,,,,,,
7/28/18,238,E ANDERSON AVE,,x,,,,
7/28/18,305,COLONIAL DR,,x,,,,
7/28/18,313,HARTFORD RD,,x,,,,
7/28/18,328,RICHMOND AVE,x,,,,,
7/28/18,405,CLIFTON RD,,x,,,,
7/28/18,415,E CALDWELL AVE,,x,,,,
7/28/18,432,E COLUMBIA AVE,,x,,,,
7/28/18,502,E OAK HILL AVE,,x,,,,
7/28/18,513,CALLAHAN DR,,x,,,,
7/28/18,539,CHEROKEE BLVD,,x,,,,
7/28/18,609,BLOWS FERRY RD,,,,,,
7/28/18,628,LUTTRELL ST,,X,,,,
7/28/18,707,GRAVES ST,,x,,,,
7/28/18,718,ATLANTIC AVE,x,,,,,
7/28/18,739,GREENMEADOWS DR,,x,,,,
7/28/18,806,FREEMASON ST,x,,,,,
7/28/18,821,CHICKAMAUGA AVE,x,,,,,
7/28/18,904,MAYNARD AVE,x,,,,,
7/28/18,919,MILLINGTON PARK WAY,,x,,,,
7/28/18,947,HIAWASSEE AVE,x,,,,,
7/28/18,1011,FAIR DR,x,,,,,
7/28/18,1025,LEDGERWOOD AVE,,x,,,,
7/28/18,1103,OAK AVE,x,,,,,
7/28/18,1115,ORLEANS DR,x,,,,,
7/28/18,1130,RIDER AVE,x,,,,,
7/28/18,1207,BRITTON DR,,x,,,,
7/28/18,1224,FOREST BROOK RD,,x,,,,
7/28/18,1305,BRADFORD LN,,,,bulk and blocked by p/u truck,,
7/28/18,1318,ARMSTRONG AVE,x,,,,,
7/28/18,1400,MURRAY DR,,x,,,,
7/28/18,1417,GRAINGER AVE,,x ,,,,
7/28/18,1501,LAWSON AVE,,x ,,,,
7/28/18,1523,CLAIBORNE PL,,x,,whole road not ou t 1:15 pm,,
7/28/18,1605,SUNDROP DR,,x,,,,
7/28/18,1622,MISSISSIPPI AVE,x ,,,,,
7/28/18,1703,FRANCIS RD,,x,,,,
7/28/18,1715,PRICE AVE,x,,,,,
7/28/18,1733,LENLAND AVE,,x ,,,,
7/28/18,1813,HOUSTONIA DR,,x,,,,
7/28/18,1904,PINEY GROVE CHURCH RD,,x,,,,
7/28/18,1919,GLENN AVE,,x ,,,,
7/28/18,1959,JACKSON RD,,,,pool liner ,,
7/28/18,2013,SHANGRI LA DR,,x,,,,
7/28/18,2034,BRICE ST,,x ,,,,
7/28/18,2109,JONES ST,,x,,,,
7/28/18,2125,ISLAND HOME BLVD,,,,personal can 2 city cans ,,
7/28/18,2207,HILLSBORO HTS,,x ,,,,
7/28/18,2223,CHICAGO AVE,,,,ALLEY NEEDS TRIMMED,,
7/28/18,2301,FENWOOD DR,x ,,,trash on ground ,,
7/28/18,2314,BOXWOOD LN,,,,couches in ditch ,,
7/28/18,2333,LINDEN AVE,,,,need new toter ,,
7/28/18,2413,WASHINGTON AVE,,x ,,,,
7/28/18,2434,MAPLE CREST LN,,x,,,,
7/28/18,2508,NADINE ST,,x,,,,
7/28/18,2538,JENKINS RD,,x,,,,
7/28/18,2614,SOUTH HAVEN RD,,x ,,,,
7/28/18,2701,E FIFTH AVE,x ,,,,,
7/28/18,2732,KNOB CREEK LN,,x,,,,
7/28/18,2819,CARSON AVE,,x,,,,
7/28/18,2905,WALKUP DR,x ,,,,,
7/28/18,2921,CROSS VALLEY RD,x,,,2 couches ,,
7/28/18,3010,MARTIN LUTHER KING JR AVE,,x ,,,,
7/28/18,3101,CHERRYWOOD RD,,x,,,,
7/28/18,3112,DEER LAKE DR,,x,,,,
7/28/18,3133,LAY AVE,,x ,,,,
7/28/18,3214,FOUNTAIN PARK BLVD,,x ,,,,
7/28/18,3300,OCOEE TRL,,x,,,,
7/28/18,3328,CLEARVIEW ST,,x ,,,,
7/28/18,3409,FOX ST,,x,,,,
7/28/18,3461,MAPLE GROVE WAY,x,,x,sofa,,
7/28/18,3550,FOUNTAIN PARK BLVD,x,,,,,
7/28/18,3640,BOYDS BRIDGE PIKE,,x,,,,
7/28/18,3735,SELMA AVE,,x,,,,
7/28/18,3824,NATHANIEL RD,,x ,,,,
7/28/18,3912,ABERCORN RD,x,,,personal ,,
7/28/18,4002,GAP RD,,,,move out ,,
7/28/18,4046,TOWANDA TRL,x ,,,,,
7/28/18,4120,DEER CREEK DR,,x,,,,
7/28/18,4204,MCCAMPBELL LN,,x,,,,
7/28/18,4221,VAN DYKE DR,,x,,,,
7/28/18,4305,MANNINGTON DR,x ,,,couch ,,
7/28/18,4320,ROYALVIEW RD,,x ,,,,
7/28/18,4406,LONAS DR,x,,,ex bags ,,
7/28/18,4428,CRESTFIELD RD,,x,,,,
7/28/18,4517,CASTLEMAN LN,x ,,,,,
7/28/18,4610,ALTA VISTA WAY,,x,,,,
7/28/18,4704,MAPLEHILL RD,,x,,,,
7/28/18,4764,CALUMET DR,x,,,broken toter side busted ,,
7/28/18,4861,KINGSTON PIKE,,x,,,,
7/28/18,4922,ANGELIA DR,,x,,,,
7/28/18,5013,MONTE VISTA RD,,x,,,,
7/28/18,5107,SCHUBERT RD,,x,,,,
7/28/18,5203,MCINTYRE RD,,x,,,,
7/28/18,5242,MOUNTAINCREST DR,x,x,,sofa,,
7/28/18,5315,FOUNTAIN RD ,,x,,,,
7/28/18,5405,CROOKED PINE LN,,x,,,,
7/28/18,5425,ROSEBAY RD,,x,,,,
7/28/18,5508,CRESTWOOD DR,,x,,,,
7/28/18,5601,TIMBERCREST TRL,,x,,,,
7/28/18,5619,COLONIAL CIR,X,,,,,
7/28/18,5706,BLUEWOOD LN,,x,,,,
7/28/18,5728,MATLOCK DR,,x,,,,
7/28/18,5817,SHELLEY DR,,x,,,,
7/28/18,5907,HOLSTON VIEW LN,,x,,,,
7/28/18,5931,SLATER MILL LN,,x,,,,
7/28/18,6010,EASTON RD,,x,,,,
7/28/18,6103,GLENMAY DR,,,,personal can not p/u,,
7/28/18,6210,VIRGIL LN,x,,,,,
7/28/18,6417,RIDGE RUN DR,,x,,,,
7/28/18,6615,VANCE LN,,x,,,,
7/28/18,6805,GLEN BROOK DR,,x,,,,
7/28/18,6941,APOLLO DR,,x,,,,
7/28/18,7101,SHADYLAND DR,,x,,,,
7/28/18,7203,ASHBURTON DR,,x,,,,
7/28/18,7314,MANDERLY WAY,,x,,,,
7/28/18,7433,LAWFORD RD,,x,,,,
7/28/18,7629,RED BAY WAY,,x,,,,
7/28/18,7816,CORTELAND DR,,X,,,,
7/28/18,7936,NORTH FOREST RD,,x,,,,
7/28/18,8132,PEPPERDINE WAY,,x,,,,
7/28/18,9633,CLINGMANS DOME DR,,x,,,,
7/28/18,7914 APT 1117,GLEASON DR ,,x,,,,
7/29/18,108,GOLFCLUB RD,,x,,,,
7/29/18,119,S CASTLE ST,,x,,,,
7/29/18,147,JUDITH DR,,x,,,,
7/29/18,205,E YOUNG HIGH PIKE,,x,,toilet (remodel material),,
7/29/18,212,LINFORD RD,,,,,,
7/29/18,222,CHAMBERLAIN BLVD,,x,,,,
7/29/18,238,E OKLAHOMA AVE,x,,,,,
7/29/18,305,DAHLIA DR,,,,,,
7/29/18,313,IROQUOIS DR,,x,,,,
7/29/18,328,TALIWA DR,,x,,,,
7/29/18,405,DURBIN DR,,x,,,,
7/29/18,415,E COLUMBIA AVE,,x,,,,
7/29/18,432,E HILLVALE TURN,,x,,,,
7/29/18,502,E SCOTT AVE,,x,,,,
7/29/18,513,CARTA RD,,x,,,,
7/29/18,539,GLEN IVES WAY ,x,,,,,
7/29/18,609,BOOTH ST,x,,,,,
7/29/18,628,RADFORD PL,,X,,,,
7/29/18,707,LUTTRELL ST,,x,,,,
7/29/18,718,BELLEAIRE AVE,,x,,,,
7/29/18,739,LIPPENCOTT ST,,x,,,,
7/29/18,806,JADE RD,,x,,,,
7/29/18,821,DEERY ST,x,,,,,
7/29/18,904,MINNESOTA AVE,x,,,,,
7/29/18,920,ATLANTIC AVE,,x,,,,
7/29/18,947,MICRO WAY,,x,,,,
7/29/18,1011,FORSYTHE ST ,x,,,,,
7/29/18,1025,LUTTRELL ST,,x,,,,
7/29/18,1103,ORCHID DR,,x,,,,
7/29/18,1115,OVERTON PL,x,,,,,
7/29/18,1130,WEBSTER GROVES LN,x,,,,,
7/29/18,1207,FOLSOM AVE,,,,,,
7/29/18,1224,GRENOBLE DR,,x,,,,
7/29/18,1305,BURTON RD,,x,,,,
7/29/18,1318,BARCLAY HEIGHTS LN,x,,,,,
7/29/18,1400,N FOURTH AVE,x ,,,been tagged ,,
7/29/18,1417,HANNAH AVE,,x ,,,,
7/29/18,1501,LAYMAN DR,,x ,,,,
7/29/18,1523,FOLSOM AVE,,,x,,,
7/29/18,1605,W MANSFIELD DR,,x,,,,
7/29/18,1623,BRANNER ST,,,,personal can out,,
7/29/18,1703,HOWARD DR,,x,,,,
7/29/18,1715,STONE HEDGE DR,x ,,,,,
7/29/18,1733,MCCLUNG AVE,,,,needs wheels on totter ,,
7/29/18,1813,HOWARD DR,,x,,,,
7/29/18,1904,RAMBLING RD,,x,,,,
7/29/18,1919,HOUSTONIA DR,x,,,extra boxed ,,
7/29/18,1959,JACKSON RD,,x,,,,
7/29/18,2013,SUNNY LN,x ,,,,,
7/29/18,2034,E FIFTH AVE,x ,,,,,
7/29/18,2109,JUNIPER DR,x,,,trash on ground ,,
7/29/18,2125,LLOYD AVE,,x,,,,
7/29/18,2207,ISLAND HOME BLVD,,x,,,,
7/29/18,2223,DANDRIDGE AVE ,,,,ALLEY NEEDS TRIMMED,,
7/29/18,2301,HILLSIDE LN,,x ,,,,
7/29/18,2314,GORBY WAY,,x,,,,
7/29/18,2333,WOODBINE AVE,,,,mattress - sofa ,,
7/29/18,2413,AMBER ST,X,,,CARPET NOT ROLLED UP ,,
7/29/18,2434,SEYMOUR AVE,,x,,,,
7/29/18,2509,BOYDS BRIDGE PIKE,,x,,,,
7/29/18,2538,KESTERWOOD RD,,x,,,,
7/29/18,2614,WOODS-SMITH RD,,x,,,,
7/29/18,2701,ELLISON RD,,,x,behind mail box ,,
7/29/18,2732,SHERROD RD,,x,,,,
7/29/18,2819,COPELAND ST,x,,,trash on ground,,
7/29/18,2905,WOODMONT RD,,x ,,,,
7/29/18,2921,EDGEWOOD AVE,x ,,,furn cart ,,
7/29/18,3010,SANDERSON RD,,x ,,,,
7/29/18,3101,CLEARVIEW ST,x ,,,sofa,,
7/29/18,3112,DELROSE DR ,,x,,,,
7/29/18,3134,CULPEPPER RD,,x ,,,,
7/29/18,3214,GILBERT LN,,x ,,,,
7/29/18,3301,BISHOP ST,,x,,,,
7/29/18,3328,DEWINE RD ,,x ,,,,
7/29/18,3409,LUWANA RD,,x,,,,
7/29/18,3462,MAPLE GROVE WAY,,x,,,,
7/29/18,3550,KENILWORTH LN,,x,,,,
7/29/18,3640,ISKAGNA DR,,x,,,,
7/29/18,3735,FROSTWOOD RD,,x,,,,
7/29/18,3824,SEQUOYAH AVE,,x,,,,
7/29/18,3912,ALMA AVE,x ,,,,,
7/29/18,4002,HOLSTON HILLS RD,x ,,,,,
7/29/18,4046,BUFFAT MILL RD,x,,,sofa ,,
7/29/18,4120,FULTON DR,,x,,,,
7/29/18,4204,MOCKINGBIRD DR,,,,,,
7/29/18,4221,WALROCK LN,,x,,,,
7/29/18,4305,MASCARENE RD,x ,,,,,
7/29/18,4320,SAN JUAN LN,,x ,,,,
7/29/18,4406,WEST SUNSET RD,,x,,,,
7/29/18,4428,DEERFIELD RD ,,x,,,,
7/29/18,4517,CRESTFIELD RD,,x,,,,
7/29/18,4610,BARBARA DR,,x,,,,
7/29/18,4705,BARBARA DR,,x,,,,
7/29/18,4767,CALUMET DR,x,,,big glass will not fit in truck ,,
7/29/18,4861,KINGSTON PIKE,,x,,,,
7/29/18,4922,ANGELIA DR,x,,,ex personal can ,,
7/29/18,5013,OBARR DR,,x,,,,
7/29/18,5107,SHADY DELL TRL,,x,,,,
7/29/18,5203,MONTROSE RD,,x,,,,
7/29/18,5242,OAKHILL DR,,x,,,,
7/29/18,5315,LANCE DR,x,,,mattress and boxsprings table ,,
7/29/18,5405,DOGWOOD RD,,x,,,,
7/29/18,5425,SHENANDOAH DR,,x ,,,,
7/29/18,5508,CRESTWOOD RD,,x,,,,
7/29/18,5601,WESTOVER DR,,x,,,,
7/29/18,5619,NEUBERT SPRINGS RD,,X,,,,
7/29/18,5706,CHESSWOOD DR,,x,,,,
7/29/18,5728,MATLOCK DR,,x,,,,
7/29/18,5817,STONELEIGH RD,,x,,,,
7/29/18,5907,IRIS LN,,x,,,,
7/29/18,5931,WARRENPARK LN,,x,,,,
7/29/18,6010,GLENNIFER LN,,x,,,,
7/29/18,6103,KAYWOOD RD,,,,personal can left,,
7/29/18,6210,FOUNTAIN RD,,,x,up against mailbox every week has been tagged,,
7/29/18,6417,SHETLAND DR,,x,,,,
7/29/18,6615,CHERRY DR,x,,,,,
7/29/18,6805,PEMMBROOKE SHIRE LN,,x,,,,
7/29/18,6941,OLD KENT DR,x,,,,,
7/29/18,7101,SHERWOOD DR,,x,,,,
7/29/18,7203,MCPEAKE LN,,x,,,,
7/29/18,7315,DUNSFORD DR,,x,,,,
7/29/18,7433,SOMERSET RD,,x,,,,
7/29/18,7629,SABRE DR,,x,,,,
7/29/18,7816,ELLISVILLE LN,,X,,,,
7/29/18,7936,CORTELAND DR,,x,,,,
7/29/18,8132,HAYDEN DR,,x,,,,
7/29/18,9737,CLINGMANS DOME DR,,x,,,,
7/29/18,7914 APT 1139,GLEASON DR ,,x,,,,
7/30/18,108,GOLFCLUB RD,,x,,,,
7/30/18,119,W MOODY AVE,,x,,,,
7/30/18,147,DRUID DR,,X,,,,
7/30/18,205,EAST GLENWOOD AVE,,x,,,,
7/30/18,212,LOCUST HILL LN,,x,,,,
7/30/18,222,E OLDHAM AVE,,x,,,,
7/30/18,238,KEEBLE AVE,,x,,,,
7/30/18,305,DANBURY RD,,x,,,,
7/30/18,313,JAMEY ST,,x,,,,
7/30/18,328,MACEDONIA LN,x,,,,,
7/30/18,405,E INSKIP DR,x,,,,,
7/30/18,415,E EMERALD AVE,,x,,,,
7/30/18,432,E MORELIA AVE,,x,,,,
7/30/18,502,FERN ST,,x,,,,
7/30/18,513,CEDAR AVE,,x,,,,
7/30/18,539,N BEAMAN ST,x,,,,,
7/30/18,609,CASWELL AVE,,x,,PERSONAL CAN THE ONLY THING OUT,,
7/30/18,628,SCOTSWOOD CIR,X,,,,,
7/30/18,707,PHILLIPS AVE,,x,,,,
7/30/18,718,BROOME RD,,x,,,,
7/30/18,739,METLER DR,,x,,,,
7/30/18,806,LUTTRELL ST,,x,,,,
7/30/18,821,DEERY ST,,x,,,,
7/30/18,904,MORNINGSIDE DR,x,,,,,
7/30/18,920,BANKS AVE,,x,,,,
7/30/18,949,MAYNARD AVE,x,,,,,
7/30/18,1011,GRATZ ST,x,,,,,
7/30/18,1025,MORRELL RD,,x,,2 cok toters 1 dumped,,
7/30/18,1104,ADAIR DR,,x,,,,
7/30/18,1115,RALEIGH AVE,x,,,,,
7/30/18,1130,WITHLOW DR,,x,,,,
7/30/18,1207,HARBIN RIDGE LN,,x,,,,
7/30/18,1224,HOLSTON PARK RD,x,,,,,
7/30/18,1305,CEDAR LN,,x,,,,
7/30/18,1318,CORNELIA ST,x,,,,,
7/30/18,1401,BONITA DR,x ,,,,,
7/30/18,1417,HARMONY RD,,x ,,,,
7/30/18,1501,MAPLE DR,x ,,,extra can ,,
7/30/18,1523,FROSTY WAY,,x,,,,
7/30/18,1605,WESTOP TRL,,x,,,,
7/30/18,1623,CHENOWETH CIR,,x ,,,,
7/30/18,1703,MAPLE DR,x ,,,,,
7/30/18,1715,TONALEA RD,,x,,,,
7/30/18,1733,MISSISSIPPI AVE,,x,,,,
7/30/18,1813,LAURANS AVE,,x,,,,
7/30/18,1904,WASHINGTON AVE,,x,,,,
7/30/18,1919,MAPLE DR,,x,,,,
7/30/18,1960,CECIL JOHNSON RD,x ,,,trash on ground in the ditch ,,
7/30/18,2013,WINTERGREEN DR,x,,,2 cok toter,,
7/30/18,2034,FAIR DR,,x ,,,,
7/30/18,2109,MAPLE DR,,x ,,,,
7/30/18,2125,N PARK BLVD,,,,mattress,,
7/30/18,2207,PAIGE ST,,x ,,,,
7/30/18,2223,HOLBROOK DR,,,,ALLEY NEEDS TRIMMED,,
7/30/18,2301,HONEY GROVE LN,x ,,,,,
7/30/18,2314,MAPLE DR,,x ,,,,
7/30/18,2333,ARKWRIGHT LN,,,,mattress ,,
7/30/18,2413,CHUKAR RD,,x,,,,
7/30/18,2434,BUFFAT MILL RD,,x,,,,
7/30/18,2509,CHUKAR RD,,x,,,,
7/30/18,2538,LANDBROOK DR,,x,,,,
7/30/18,2614,ALICE BELL RD,,x,,,,
7/30/18,2701,FAIRMONT BLVD,x,,,,,
7/30/18,2732,KNOB CREEK LN,,x,,,,
7/30/18,2819,DELROSE DR,,x ,,,,
7/30/18,2905,BELLEVUE ST,x,,,tv mattress and boxsprings,,
7/30/18,2921,FORESTDALE AVE,,,,lawn mower full of gas ,,
7/30/18,3010,BIRCHWOOD RD,,x ,,,,
7/30/18,3101,CONNIE RD,,x,,,,
7/30/18,3112,DOW DR,,x ,,,,
7/30/18,3134,FOUNTAIN PARK BLVD,,x,,,,
7/30/18,3214,KENILWORTH LN,,x,,,,
7/30/18,3301,CHANTILLY DR,,x,,,,
7/30/18,3328,FAIRMONT BLVD,,x ,,,,
7/30/18,3409,OAK GROVE ST,,x,,,,
7/30/18,3462,MAPLE GROVE WAY,,x,,,,
7/30/18,3550,BUFFAT MILL RD,,x,,,,
7/30/18,3641,FLOWERING VINE WAY,,x ,,,,
7/30/18,3735,KINGSTON PIKE,,x,,,,
7/30/18,3824,TERRACE VIEW DR,,x,,,,
7/30/18,3912,ALMA AVE,x ,,,,,
7/30/18,4002,MARTIN MILL PIKE,,x,,,,
7/30/18,4047,ALTA VISTA WAY,x ,,,personal can ,,
7/30/18,4120,GALBRAITH SCHOOL RD,,x,,,,
7/30/18,4205,CHINKAPIN LN,,x,,,,
7/30/18,4221,WHITLOW AVE,,x,,,,
7/30/18,4305,MESQUITE LN,,x ,,,,
7/30/18,4320,SHOAF LN,,x ,,,,
7/30/18,4406,ALTA VISTA WAY,,x,,,,
7/30/18,4428,HIGH SCHOOL RD,,x,,,,
7/30/18,4517,ORIOLE DR,,x,,,,
7/30/18,4610,BOB WHITE RD,,x ,,,,
7/30/18,4705,BRIERLEY DR,,x,,,,
7/30/18,4767,CALUMET DR,x,,,big glass will not fit in truck ,,
7/30/18,4865,CHAMBLISS AVE,,x,,,,
7/30/18,4923,OAKBROOK CT,x,,,ex personal can ,,
7/30/18,5014,BEVERLY RD,,x,,,,
7/30/18,5107,TENWOOD DR,,x,,,,
7/30/18,5204,BLUEFIELD RD,,x,,,,
7/30/18,5243,BLUE STAR DR,,x,,,,
7/30/18,5315,PRESTONWOOD LN,,x,,,,
7/30/18,5405,EDGEFIELD RD,,x,,,,
7/30/18,5425,SUMMITRIDGE LN,,x,,,,
7/30/18,5508,DOGWOOD RD,,x,,,,
7/30/18,5601,WIL-LOYD RD,,x,,,,
7/30/18,5619,NICKLE RD,,X,,,,
7/30/18,5706,CILLA RD,,x,,,,
7/30/18,5729,OAK RD,,x,,,,
7/30/18,5817,TOOLE DR,,x,,,,
7/30/18,5907,MAGAZINE RD,,x,,,,
7/30/18,5931,WESTMERE DR,,x,,,,
7/30/18,6010,GROVE DR,,x,,,,
7/30/18,6103,MAGAZINE RD,,x,,,,
7/30/18,6210,HIGHLAND PLACE WAY ,,,,road closed ,,
7/30/18,6417,SHREWSBURY DR,x,,,couch ,,
7/30/18,6616,COLONIAL FOREST LN,,x,,,,
7/30/18,6805,SHEFFIELD DR,,x,,,,
7/30/18,6942,OLD KENT DR,x,,,,,
7/30/18,7101,STAGECOACH TRL,,x,,,,
7/30/18,7204,CRESTHILL DR,,x,,,,
7/30/18,7315,LORIMAR PL,,x,,,,
7/30/18,7433,HUNTLAND DR,,x,,,,
7/30/18,7629,TWINING DR,,x,,,,
7/30/18,7816,LUXMORE DR,,x,,,,
7/30/18,7936,ELLISVILLE LN,,x,,,,
7/30/18,8133,AINSWORTH DR ,,x,,,,
7/30/18,9737,CLINGMANS DOME DR,,x,,,,
7/30/18,7914 APT 1139,GLEASON DR ,,x,,,,
7/31/18,108,HOLSTON CT,,x,,,,
7/31/18,119,WEST GLENWOOD AVE,,x,,,,
7/31/18,147,HILLCREST DR,,X,,,,
7/31/18,205,GLENHAVEN RD,,x,,,,
7/31/18,212,LYNNVIEW DR,x,,,,,
7/31/18,222,E RED BUD RD,,x,,,,
7/31/18,238,CEDAR AVE,,x,,,,
7/31/18,305,E EMERALD AVE,x,,,,,
7/31/18,313,LAKEWOOD DR,,x,,,,
7/31/18,329,AVENUE B,,x,,,,
7/31/18,405,E OKLAHOMA AVE,,x,,,,
7/31/18,415,E OAKHILL DR,x,,,,,
7/31/18,432,HIGHLAND HILLS RD,,x,,,,
7/31/18,502,FOREST HILLS BLVD,,x,,,,
7/31/18,513,E OAK HILL AVE,x,,,,,
7/31/18,540,MURRAY DR,,x,,,,
7/31/18,609,CENTEROAK DR,x,,,,,
7/31/18,628,SOUTHBROOK DR,X,,,,,
7/31/18,707,PHILLIPS AVE,,x,,,,
7/31/18,718,CHICKAMAUGA AVE,,x,,,,
7/31/18,739,PIPER RD,,,,,,
7/31/18,806,MAYNARD AVE,,x,,,,
7/31/18,821,ELEANOR ST,,x,,,,
7/31/18,905,BURGESS AVE,,,,,,
7/31/18,920,HALL ST,,x,,,,
7/31/18,949,MAYNARD AVE,,x,,,,
7/31/18,1011,HENRIETTA DR,,x,,,,
7/31/18,1025,MORRELL RD ,,x,,,,
7/31/18,1104,APRIL DR,,x,,,,
7/31/18,1115,S CHILHOWEE DR,x,,,,,
7/31/18,1130,ATLANTIC AVE,,x,,,,
7/31/18,1207,HARMONY LN,,,,,,
7/31/18,1224,LUTTRELL ST #2,,x,,not at curb,,
7/31/18,1305,CHARLES DR,,x,,,,
7/31/18,1318,E MOODY AVE ,x,,,,,
7/31/18,1401,BORDER ST,,x ,,,,
7/31/18,1417,HIGHLAND DR,x ,,,,,
7/31/18,1501,MARCONI DR,,x ,,,,
7/31/18,1523,MCCROSKEY AVE,x ,,,,,
7/31/18,1605,WESTOP TRL,,x,,,,
7/31/18,1623,DORA ST,x ,,,,,
7/31/18,1703,RIDGECREST DR,,,x ,,,
7/31/18,1715,TROTTER AVE,,x,,,,
7/31/18,1733,PINEY GROVE CHURCH RD,,x,,,,
7/31/18,1813,LONGCRESS DR,,x,,,,
7/31/18,1904,WHEELER ST,,x,,,,
7/31/18,1919,NORTH HILLS BLVD,x,,,personal can ,,
7/31/18,1960,CLOVE LN,,x ,,,,
7/31/18,2013,WOODROW DR,x,,,,,
7/31/18,2034,LINCOLN ST,x ,,,,,
7/31/18,2109,MERCHANT DR,x,,,,,
7/31/18,2125,NORVELL DR,,x,,,,
7/31/18,2207,PEWTER DR,X ,,,kerosene heater ,,
7/31/18,2223,MAPLE DR,x,,,2 city toters,,
7/31/18,2301,ISLAND HOME BLVD,,x,,,,
7/31/18,2314,NADINE ST,x ,,,ex personal can ,,
7/31/18,2333,BLACK BEAR RD,x ,,,,,
7/31/18,2413,E FIFTH AVE,,x,,,,
7/31/18,2434,KANTEBURY DR ,,x,,,,
7/31/18,2509,CROYDON RD,,x,,,,
7/31/18,2538,LAUREL WOODS DR,,x,,,,
7/31/18,2614,BARTON ST,,x,,,,
7/31/18,2701,FAIRMONT BLVD,,,x,cars and camper blocking can ,,
7/31/18,2733,JEFFERSON AVE,x,,,,,
7/31/18,2819,HACKMAN ST,x,,,ex personal can ,,
7/31/18,2905,BROWNING AVE,x,,,couch,,
7/31/18,2921,GLENDALE RD,,x,,,,
7/31/18,3010,BORIGHT DR,,x ,,,,
7/31/18,3101,FORESTDALE AVE,,x,,,,
7/31/18,3112,EDONIA DR,,x,,,,
7/31/18,3134,HAGGARD DR,,x,,,,
7/31/18,3214,LAY AVE,x ,,,several bags ,,
7/31/18,3301,CINDY LN,,x ,,,,
7/31/18,3328,GARDEN DR,x ,,,pipes ,,
7/31/18,3410,BORIGHT DR,,x,,,,
7/31/18,3500,ANDREW PL,,x,,,,
7/31/18,3550,FOUNTAIN PARK BLVD,,,,1 can,,
7/31/18,3641,FLOWERING VINE WAY,,x,,,,
7/31/18,3736,FROSTWOOD RD,,x,,,,
7/31/18,3824,WILANI RD,,x,,,,
7/31/18,3912,BEVERLY PL,,x ,,,,
7/31/18,4003,AVON PARK CIR,,x,,,,
7/31/18,4047,STILLWOOD DR,x ,,,,,
7/31/18,4120,MASCARENE RD,,x,,,,
7/31/18,4205,COSTER RD,,x,,,,
7/31/18,4221,COSTER RD,,x,,move out ,,
7/31/18,4305,MOCKINGBIRD DR,,x ,,,,
7/31/18,4320,STROLLING DR,,x ,,,,
7/31/18,4406,BARBARA DR,x,,,not using city toter ,,
7/31/18,4428,SUTHERLAND AVE,,x,,,,
7/31/18,4517,PLEASANT RIDGE RD,,x,,,,
7/31/18,4610,ENA RD,x,,,tv ,,
7/31/18,4705,FLORENCE RD,,x,,,,
7/31/18,4768,BRIERLEY DR,,,,,,
7/31/18,4865,CHAMBLISS AVE,,x,,,,
7/31/18,4923,OAKBROOK CT,x,,,blue toter orange lid suspend non pay ,,
7/31/18,5014,GRIFFINS GATE LN,,x,,,,
7/31/18,5107,TRACE MANOR LN,x,,,chair ,,
