DATE,HOUSE #,STREET,ADDRESS,CITY,STATE,OVER FLOW,NOT OUT,NOT AT CURB,DETAILS,,
5/6/2018,4606,E LINCOLN CIR,4606 E LINCOLN CIR,Knoxville,TN,,x,,,,
5/6/2018,4700,BALL CAMP PIKE,4700 BALL CAMP PIKE,Knoxville,TN,,x,,,,
5/6/2018,4732,WEST SUNSET RD,4732 WEST SUNSET RD,Knoxville,TN,,x,,,,
5/6/2018,4820,JACQUES DR ,4820 JACQUES DR ,Knoxville,TN,x,,,ex city can ,,
5/6/2018,4915,CABIN RD,4915 CABIN RD,Knoxville,TN,x,,,tv,,
5/6/2018,5008,PAPERMILL DR,5008 PAPERMILL DR,Knoxville,TN,,x,,,,
5/6/2018,5100,MCNUTT RD,5100 MCNUTT RD,Knoxville,TN,,x,,,,
5/6/2018,5150,RENDAVA LN,5150 RENDAVA LN,Knoxville,TN,,x,,,,
5/6/2018,5221,PLEASANT RIDGE RD,5221 PLEASANT RIDGE RD,Knoxville,TN,,x ,,,,
5/6/2018,5309,SHANNONDALE RD,5309 SHANNONDALE RD,Knoxville,TN,,x,,,,
5/6/2018,5402,REBECCA LN,5402 REBECCA LN,Knoxville,TN,x,,,ex personal can ,,
5/6/2018,5419,LANCE DR,5419 LANCE DR,Knoxville,TN,,x,,,,
5/6/2018,5505,WIL LOYD RD,5505 WIL LOYD RD,Knoxville,TN,,,,2 mattress & chair,,
5/6/2018,5540,JACKSBORO PIKE,5540 JACKSBORO PIKE,Knoxville,TN,,x,,,,
5/6/2018,5614,LAKE SHORE DR,5614 LAKE SHORE DR,Knoxville,TN,,x,,,,
5/6/2018,5704,CRESTWOOD DR,5704 CRESTWOOD DR,Knoxville,TN,,x,,,,
5/6/2018,5720,ALOHA AVE,5720 ALOHA AVE,Knoxville,TN,,x,,,,
5/6/2018,5812,MEDLIN HEIGHTS RD,5812 MEDLIN HEIGHTS RD,Knoxville,TN,,X,,,,
5/6/2018,5903,MAGAZINE RD,5903 MAGAZINE RD,Knoxville,TN,,x,,,,
5/6/2018,5922,BRIDGE GARDEN RD,5922 BRIDGE GARDEN RD,Knoxville,TN,,x,,,,
5/6/2018,6006,ADELIA DR,6006 ADELIA DR,Knoxville,TN,,x,,,,
5/6/2018,6047,MEDLIN HEIGHTS RD,6047 MEDLIN HEIGHTS RD,Knoxville,TN,,x,,,,
5/6/2018,6201,SILVERBELL CIR,6201 SILVERBELL CIR,Knoxville,TN,x,,,,,
5/6/2018,6400,PAPERMILL DR ,6400 PAPERMILL DR ,Knoxville,TN,,x,,,,
5/6/2018,6603,CRYSTAL LAKE DR,6603 CRYSTAL LAKE DR,Knoxville,TN,,x,,,,
5/6/2018,6720,WESTLAND DR,6720 WESTLAND DR,Knoxville,TN,,x,,,,
5/6/2018,6916,LARK LN,6916 LARK LN,Knoxville,TN,,x,,,,
5/6/2018,7029,KINZALOW DR,7029 KINZALOW DR,Knoxville,TN,,x,,,,
5/6/2018,7131,MERRICK DR,7131 MERRICK DR,Knoxville,TN,,x,,,,
5/6/2018,7305,WESTRIDGE DR,7305 WESTRIDGE DR,Knoxville,TN,,x,,,,
5/6/2018,7412,SHEFFIELD DR,7412 SHEFFIELD DR,Knoxville,TN,,x,,,,
5/6/2018,7608,SENTRY LN,7608 SENTRY LN,Knoxville,TN,,x,,,,
5/6/2018,7800,LUXMORE DR,7800 LUXMORE DR,Knoxville,TN,,X,,,,
5/6/2018,7917,WIEBLO DR,7917 WIEBLO DR,Knoxville,TN,,X,,,,
5/6/2018,8113,KINGSDALE DR,8113 KINGSDALE DR,Knoxville,TN,,x,,,,
5/6/2018,8507,CORTELAND DR,8507 CORTELAND DR,Knoxville,TN,,x,,,,
5/6/2018,5808 A,FOUNTAIN RD,5808 A FOUNTAIN RD,Knoxville,TN,,x,,,,
5/7/2018,105,ADAIR DR,105 ADAIR DR,Knoxville,TN,,x,,,,
5/7/2018,117,ADAIR DR,117 ADAIR DR,Knoxville,TN,,x,,,,
5/7/2018,135,CIRCLE LN,135 CIRCLE LN,Knoxville,TN,,X,,,,
5/7/2018,203,E EMERALD AVE ,203 E EMERALD AVE ,Knoxville,TN,x,,,,,
5/7/2018,210,STRATFORD RD,210 STRATFORD RD,Knoxville,TN,,x,,,,
5/7/2018,220,CAMPUS LN,220 CAMPUS LN,Knoxville,TN,x,,,,,
5/7/2018,233,GREENWOOD AVE,233 GREENWOOD AVE,Knoxville,TN,x,,,,,
5/7/2018,303,KENNON RD,303 KENNON RD,Knoxville,TN,,x,,,,
5/7/2018,311,HAMILTON RD,311 HAMILTON RD,Knoxville,TN,,x,,,,
5/7/2018,322,E BURWELL AVE,322 E BURWELL AVE,Knoxville,TN,,x,,,,
5/7/2018,402,STONE RD,402 STONE RD,Knoxville,TN,x,,,,,
5/7/2018,413,KENDALL RD,413 KENDALL RD,Knoxville,TN,,x,,,,
5/7/2018,427,CLIFTON RD,427 CLIFTON RD,Knoxville,TN,,x,,,,
5/7/2018,500,E INSKIP DR,500 E INSKIP DR,Knoxville,TN,,x,,,,
5/7/2018,510,OCALA DR,510 OCALA DR,Knoxville,TN,x,,,,,
5/7/2018,528,CALTHORPE LN,528 CALTHORPE LN,Knoxville,TN,,x,,,,
5/7/2018,606,TEDLO LN,606 TEDLO LN,Knoxville,TN,,x,,extra all over the ground,,
5/7/2018,621,HIAWASSEE AVE,621 HIAWASSEE AVE,Knoxville,TN,X,,,,,
5/7/2018,705,CENTEROAK DR,705 CENTEROAK DR,Knoxville,TN,,X,,,,
5/7/2018,716,E CHURCHWELL AVE,716 E CHURCHWELL AVE,Knoxville,TN,,x,,,,
5/7/2018,731,GREEN MEADOWS DR,731 GREEN MEADOWS DR,Knoxville,TN,,,,,,
5/7/2018,804,HENRIETTA DR,804 HENRIETTA DR,Knoxville,TN,,x,,,,
5/7/2018,817,ELEANOR ST,817 ELEANOR ST,Knoxville,TN,x,,,,,
5/7/2018,901,BEAMON LAKE,901 BEAMON LAKE,Knoxville,TN,,x,,,,
5/7/2018,916,GLENOAKS DR,916 GLENOAKS DR,Knoxville,TN,x,,,,,
5/7/2018,938,BANKS AVE,938 BANKS AVE,Knoxville,TN,x,,,,,
5/7/2018,1008,INGLEWOOD DR,1008 INGLEWOOD DR,Knoxville,TN,,x,,mattress,,
5/7/2018,1022,NAVAHO RD,1022 NAVAHO RD,Knoxville,TN,,x,,,,
5/7/2018,1100,OAKLETT DR,1100 OAKLETT DR,Knoxville,TN,x,,,,,
5/7/2018,1112,CRESTVIEW ST,1112 CRESTVIEW ST,Knoxville,TN,,x,,,,
5/7/2018,1125,KEOWEE AVE,1125 KEOWEE AVE,Knoxville,TN,,x,,,,
5/7/2018,1204,GLENOAKS DR,1204 GLENOAKS DR,Knoxville,TN,,x,,,,
5/7/2018,1219,E RED BUD RD,1219 E RED BUD RD,Knoxville,TN,x,,,,,
5/7/2018,1301,CHARLES DR,1301 CHARLES DR,Knoxville,TN,,x,,,,
5/7/2018,1315,BEACON HILL LN,1315 BEACON HILL LN,Knoxville,TN,,x,,behind mailbox ,,
5/7/2018,1341,FIELDWOOD DR,1341 FIELDWOOD DR,Knoxville,TN,,x,,,,
5/7/2018,1414,COACHMAN LN,1414 COACHMAN LN,Knoxville,TN,x,,,,,
5/7/2018,1454,KENESAW AVE,1454 KENESAW AVE,Knoxville,TN,,x ,,,,
5/7/2018,1518,CLIFFSIDE LN,1518 CLIFFSIDE LN,Knoxville,TN,,x,,,,
5/7/2018,1601,RIDGECREST DR,1601 RIDGECREST DR,Knoxville,TN,x,,,,,
5/7/2018,1619,CARRIE BELLE DR,1619 CARRIE BELLE DR,Knoxville,TN,,x,,,,
5/7/2018,1700,HAVENHILL LN,1700 HAVENHILL LN,Knoxville,TN,,,x ,,,
5/7/2018,1712,CEDAR LN,1712 CEDAR LN,Knoxville,TN,,,,couch ,,
5/7/2018,1727,WHITE AVE,1727 WHITE AVE,Knoxville,TN,,x,,,,
5/7/2018,1808,MACQUEEN LN,1808 MACQUEEN LN,Knoxville,TN,,x,,,,
5/7/2018,1891,ELMHURST WAY,1891 ELMHURST WAY,Knoxville,TN,,x,,,,
5/7/2018,1915,N WHEELER ST,1915 N WHEELER ST,Knoxville,TN,,x ,,,,
5/7/2018,1940,EMORILAND BLVD,1940 EMORILAND BLVD,Knoxville,TN,,x,,,,
5/7/2018,2010,EMORILAND BLVD,2010 EMORILAND BLVD,Knoxville,TN,,x ,,,,
5/7/2018,2026,ISLAND HOME BLVD,2026 ISLAND HOME BLVD,Knoxville,TN,x ,,,,,
5/7/2018,2105,LINCOLN ST,2105 LINCOLN ST,Knoxville,TN,x,,,,,
5/7/2018,2119,PAIGE ST,2119 PAIGE ST,Knoxville,TN,,x ,,,,
5/7/2018,2203,LAUREL AVE,2203 LAUREL AVE,Knoxville,TN,x ,,,,,
5/7/2018,2219,EMORILAND BLVD,2219 EMORILAND BLVD,Knoxville,TN,x ,,,,,
5/7/2018,2300,GREENFIELD LN,2300 GREENFIELD LN,Knoxville,TN,x,,,2 city toters full of construction material,,
5/7/2018,2311,DAVENPORT RD,2311 DAVENPORT RD,Knoxville,TN,,,,refrigerator not tagged ,,
5/7/2018,2326,TECOMA DR,2326 TECOMA DR,Knoxville,TN,,x,,,,
5/7/2018,2408,WOODBINE AVE,2408 WOODBINE AVE,Knoxville,TN,,x,,,,
5/7/2018,2428,MAPLE DR,2428 MAPLE DR,Knoxville,TN,,x,,,,
5/7/2018,2504,PLEASANT VIEW RD,2504 PLEASANT VIEW RD,Knoxville,TN,,x,,,,
5/7/2018,2525,JEFFERSON AVE,2525 JEFFERSON AVE,Knoxville,TN,,x,,,,
5/7/2018,2608,CRESTPARK RD,2608 CRESTPARK RD,Knoxville,TN,,x ,,,,
5/7/2018,2645,SUMMIT AVE,2645 SUMMIT AVE,Knoxville,TN,x,,,personal can ,,
5/7/2018,2723,CHUKAR RD,2723 CHUKAR RD,Knoxville,TN,,x ,,,,
5/7/2018,2814,PAINTER AVE,2814 PAINTER AVE,Knoxville,TN,,x ,,,,
5/7/2018,2900,BROWNING AVE,2900 BROWNING AVE,Knoxville,TN,,x ,,,,
5/7/2018,2917,FIFTH AVE,2917 FIFTH AVE,Knoxville,TN,,,x,,,
5/7/2018,3005,AVONDALE AVE,3005 AVONDALE AVE,Knoxville,TN,,x ,,,,
5/7/2018,3041,PINEX LN,3041 PINEX LN,Knoxville,TN,,x,,,,
5/7/2018,3110,KENILWORTH LN,3110 KENILWORTH LN,Knoxville,TN,x ,,,,,
5/7/2018,3126,OCOEE TRL,3126 OCOEE TRL,Knoxville,TN,x,,,pallets ,,
5/7/2018,3209,MORRIS AVE ,3209 MORRIS AVE ,Knoxville,TN,,x,,,,
5/7/2018,3238,SHIELDS AVE,3238 SHIELDS AVE,Knoxville,TN,x ,,,ex trash/ reloaded toter ,,
5/7/2018,3320,MONMOUTH ST,3320 MONMOUTH ST,Knoxville,TN,x ,,,sofa /carpet ,,
5/7/2018,3405,CROSS VALLEY RD,3405 CROSS VALLEY RD,Knoxville,TN,,x,,,,
5/7/2018,3433,LAUREL VIEW RD,3433 LAUREL VIEW RD,Knoxville,TN,,x,,,,
5/7/2018,3522,ACORN WOODS WAY,3522 ACORN WOODS WAY,Knoxville,TN,x,,,,,
5/7/2018,3620,LANSING AVE,3620 LANSING AVE,Knoxville,TN,,x,,,,
5/7/2018,3721,DANCE AVE,3721 DANCE AVE,Knoxville,TN,,x,,,,
5/7/2018,3817,ESSARY DR,3817 ESSARY DR,Knoxville,TN,,x ,,,,
5/7/2018,3907,MOUNTAIN VISTA RD,3907 MOUNTAIN VISTA RD,Knoxville,TN,,x,,,,
5/7/2018,3947,BROWNAIRE LN,3947 BROWNAIRE LN,Knoxville,TN,x ,,,loose trash problem stop ,,
5/7/2018,4030,DEER RUN DR,4030 DEER RUN DR,Knoxville,TN,,x ,,,,
5/7/2018,4113,CRESTFIELD RD,4113 CRESTFIELD RD,Knoxville,TN,,x,,,,
5/7/2018,4201,HOLSTON HILLS RD,4201 HOLSTON HILLS RD,Knoxville,TN,x ,,,,,
5/7/2018,4216,CROSBY DR,4216 CROSBY DR,Knoxville,TN,x ,,,,,
5/7/2018,104,LAPSLEY PL,104 LAPSLEY PL,Knoxville,TN,,x ,,,,
5/7/2018,4316,IMMANUEL ST,4316 IMMANUEL ST,Knoxville,TN,,x ,,,,
5/7/2018,4403,BARBARA DR,4403 BARBARA DR,Knoxville,TN,,x,,,,
5/7/2018,4419,DAMAS RD,4419 DAMAS RD,Knoxville,TN,,x,,,,
5/7/2018,4510,FULTON DR,4510 FULTON DR,Knoxville,TN,x,,,carpet and humidifer ,,
5/7/2018,4606,ELM VIEW DR,4606 ELM VIEW DR,Knoxville,TN,x,,,couches and mattress,,
5/7/2018,4700,BRIERLEY DR,4700 BRIERLEY DR,Knoxville,TN,,x,,,,
5/7/2018,4732,CARVER RD,4732 CARVER RD,Knoxville,TN,,x,,,,
5/7/2018,4820,LONAS DR,4820 LONAS DR,Knoxville,TN,,x,,,,
5/7/2018,4915,KNOXWOOD DR,4915 KNOXWOOD DR,Knoxville,TN,,x,,,,
5/7/2018,5008,FLINT HILL DR,5008 FLINT HILL DR,Knoxville,TN,,x,,,,
5/7/2018,5100,MIDDLE RIDGE LN,5100 MIDDLE RIDGE LN,Knoxville,TN,,x,,,,
5/7/2018,5154,GARDEN MEADOW DR,5154 GARDEN MEADOW DR,Knoxville,TN,,x,,,,
5/7/2018,5221,SHADY DELL TRL,5221 SHADY DELL TRL,Knoxville,TN,,x,,,,
5/7/2018,5309,SIOUX DR,5309 SIOUX DR,Knoxville,TN,,x,,,,
5/7/2018,5402,VILLA RD,5402 VILLA RD,Knoxville,TN,x,,,mattresses ,,
5/7/2018,5419,MAGAZINE RD,5419 MAGAZINE RD,Knoxville,TN,,x,,,,
5/7/2018,5505,BEVERLY SQUARE WAY,5505 BEVERLY SQUARE WAY,Knoxville,TN,,x,,,,
5/7/2018,5541,STONELEIGH RD ,5541 STONELEIGH RD ,Knoxville,TN,,x,,,,
5/7/2018,5614,MONTINA RD,5614 MONTINA RD,Knoxville,TN,,x,,,,
5/7/2018,5704,DAVIDA RD,5704 DAVIDA RD,Knoxville,TN,,x,,,,
5/7/2018,5720,ASTER RD,5720 ASTER RD,Knoxville,TN,,x,,,,
5/7/2018,5812,NOTTINGHAM RD,5812 NOTTINGHAM RD,Knoxville,TN,,X,,,,
5/7/2018,5903,W PINE LN,5903 W PINE LN,Knoxville,TN,,x,,,,
5/7/2018,5923,AUTUMN OAKS LN,5923 AUTUMN OAKS LN,Knoxville,TN,,x,,,,
5/7/2018,6006,ARCADIA DR,6006 ARCADIA DR,Knoxville,TN,,x,,,,
5/7/2018,6047,TENNYSON DR,6047 TENNYSON DR,Knoxville,TN,,x,,,,
5/7/2018,6201,THOMAS RD,6201 THOMAS RD,Knoxville,TN,x,,,,,
5/7/2018,6400,PAPERMILL DR ,6400 PAPERMILL DR ,Knoxville,TN,,x,,,,
5/7/2018,6604,GRAY SQUIRREL LN,6604 GRAY SQUIRREL LN,Knoxville,TN,x,x,,trash on the ground,,
5/7/2018,6720,BRIARGLEN DR,6720 BRIARGLEN DR,Knoxville,TN,,x,,,,
5/7/2018,6916,QUAIL DR,6916 QUAIL DR,Knoxville,TN,,x,,,,
5/7/2018,7029,NUBBIN RIDGE DR,7029 NUBBIN RIDGE DR,Knoxville,TN,,x,,,,
5/7/2018,7132,CHESHIRE DR,7132 CHESHIRE DR,Knoxville,TN,,x,,,,
5/7/2018,7305,WHEATFIELD PL,7305 WHEATFIELD PL,Knoxville,TN,,x,,,,
5/7/2018,7412,WESTRIDGE DR,7412 WESTRIDGE DR,Knoxville,TN,,x,,,,
5/7/2018,7608,WESTDALE DR,7608 WESTDALE DR,Knoxville,TN,,x,,,,
5/7/2018,7800,BENNINGTON DR,7800 BENNINGTON DR,Knoxville,TN,,X,,,,
5/7/2018,7917,WILNOTY DR,7917 WILNOTY DR,Knoxville,TN,,X,,,,
5/7/2018,8113,WESTMONT CIR,8113 WESTMONT CIR,Knoxville,TN,,x,,,,
5/7/2018,8510,CORTELAND DR,8510 CORTELAND DR,Knoxville,TN,,x,,,,
5/7/2018,5839 #5,METROPOLITAN WAY,5839 #5 METROPOLITAN WAY,Knoxville,TN,,x,,,,
5/8/2018,105,BONA RD,105 BONA RD,Knoxville,TN,,x,,,,
5/8/2018,117,BUTLER DR,117 BUTLER DR,Knoxville,TN,,x,,,,
5/8/2018,135,E SCOTT AVE,135 E SCOTT AVE,Knoxville,TN,,X,,,,
5/8/2018,203,E MORELIA AVE,203 E MORELIA AVE,Knoxville,TN,,x,,,,
5/8/2018,210,SUTTON LN,210 SUTTON LN,Knoxville,TN,,x,,,,
5/8/2018,220,CARRICK ST ,220 CARRICK ST ,Knoxville,TN,,x,,behind mailbox,,
5/8/2018,233,HILLCREST DR,233 HILLCREST DR,Knoxville,TN,x,,,,,
5/8/2018,303,KIRKWOOD ST,303 KIRKWOOD ST,Knoxville,TN,,x,,2 toters dumped 1,,
5/8/2018,311,IROQUOIS DR,311 IROQUOIS DR,Knoxville,TN,,x,,,,
5/8/2018,322,E OKLAHOMA AVE,322 E OKLAHOMA AVE,Knoxville,TN,,x,,,,
5/8/2018,402,WESLEY RD,402 WESLEY RD,Knoxville,TN,,x,,,,
5/8/2018,413,KITUWAH TRL,413 KITUWAH TRL,Knoxville,TN,,x,,needles in toter,,
5/8/2018,427,E MORELIA AVE,427 E MORELIA AVE,Knoxville,TN,,x,,,,
5/8/2018,500,FOREST HILLS BLVD,500 FOREST HILLS BLVD,Knoxville,TN,,x,,,,
5/8/2018,511,ALANDALE DR ,511 ALANDALE DR ,Knoxville,TN,,,,,,
5/8/2018,528,CEDAR AVE,528 CEDAR AVE,Knoxville,TN,,x,,,,
5/8/2018,606,VANOSDALE RD,606 VANOSDALE RD,Knoxville,TN,x,,,,,
5/8/2018,621,LAMAR ST,621 LAMAR ST,Knoxville,TN,,X,,,,
5/8/2018,705,CESSNA RD,705 CESSNA RD,Knoxville,TN,X,,,,,
5/8/2018,716,E SCOTT AVE,716 E SCOTT AVE,Knoxville,TN,,x,,,,
5/8/2018,731,GREENSBORO WAY,731 GREENSBORO WAY,Knoxville,TN,,x,,,,
5/8/2018,804,JADE RD,804 JADE RD,Knoxville,TN,,x,,,,
5/8/2018,817,GOLDFINCH AVE,817 GOLDFINCH AVE,Knoxville,TN,x,,,,,
5/8/2018,901,BECKWORTH CT ,901 BECKWORTH CT ,Knoxville,TN,,x,,,,
5/8/2018,916,LEDGERWOOD AVE,916 LEDGERWOOD AVE,Knoxville,TN,,x,,,,
5/8/2018,938,BLUE SPRUCE WAY,938 BLUE SPRUCE WAY,Knoxville,TN,x,,,couch,,
5/8/2018,1008,LUTTRELL ST,1008 LUTTRELL ST,Knoxville,TN,,x,,couch,,
5/8/2018,1022,PEDIGO ST,1022 PEDIGO ST,Knoxville,TN,x,,,,,
5/8/2018,1101,ADAIR DR,1101 ADAIR DR,Knoxville,TN,x,,,,,
5/8/2018,1112,FAIR DR,1112 FAIR DR,Knoxville,TN,,x,,,,
5/8/2018,1125,MONTVIEW RD,1125 MONTVIEW RD,Knoxville,TN,,x,,,,
5/8/2018,1204,HARMONY LN,1204 HARMONY LN,Knoxville,TN,x,,,,,
5/8/2018,1219,EXETER AVE,1219 EXETER AVE,Knoxville,TN,x,,,,,
5/8/2018,1301,CHERRY TREE LN,1301 CHERRY TREE LN,Knoxville,TN,,x,,,,
5/8/2018,1315,CHARLES DR,1315 CHARLES DR,Knoxville,TN,,x,,,,
5/8/2018,1341,FRANCIS RD,1341 FRANCIS RD,Knoxville,TN,,x,,,,
5/8/2018,1414,FOLSOM AVE,1414 FOLSOM AVE,Knoxville,TN,x,,,,,
5/8/2018,1455,REMINGTON GROVE LN,1455 REMINGTON GROVE LN,Knoxville,TN,,x,,,,
5/8/2018,1518,COKER AVE,1518 COKER AVE,Knoxville,TN,x,,,,,
5/8/2018,1601,ROBERT HUFF LN,1601 ROBERT HUFF LN,Knoxville,TN,,x,,,,
5/8/2018,1619,COKER AVE,1619 COKER AVE,Knoxville,TN,,x,,,,
5/8/2018,1700,HELMBOLT RD,1700 HELMBOLT RD,Knoxville,TN,,,x ,,,
5/8/2018,1712,E FIFTH AVE,1712 E FIFTH AVE,Knoxville,TN,,x ,,,,
5/8/2018,1727,EMORILAND BLVD,1727 EMORILAND BLVD,Knoxville,TN,,x,,,,
5/8/2018,1809,ADAIR DR,1809 ADAIR DR,Knoxville,TN,,x,,,,
5/8/2018,1891,ELMHURST WAY,1891 ELMHURST WAY,Knoxville,TN,,x,,,,
5/8/2018,1916,BROWN AVE,1916 BROWN AVE,Knoxville,TN,,x ,,,,
5/8/2018,1940,MCCALLA AVE,1940 MCCALLA AVE,Knoxville,TN,,x ,,,,
5/8/2018,2010,FOREST AVE,2010 FOREST AVE,Knoxville,TN,x,,,extra toter,,
5/8/2018,2026,MAPLEWOOD DR,2026 MAPLEWOOD DR,Knoxville,TN,,x ,,,,
5/8/2018,2105,MANNASSAS LN,2105 MANNASSAS LN,Knoxville,TN,,x ,,,,
5/8/2018,2120,BELLE TERRA RD,2120 BELLE TERRA RD,Knoxville,TN,x,,,,,
5/8/2018,2203,RIDGECREST DR,2203 RIDGECREST DR,Knoxville,TN,,x,,,,
5/8/2018,2219,HILLSBORO HTS,2219 HILLSBORO HTS,Knoxville,TN,x ,,,,,
5/8/2018,2300,HIGHLAND DR,2300 HIGHLAND DR,Knoxville,TN,x,,,,,
5/8/2018,2311,DODSON AVE,2311 DODSON AVE,Knoxville,TN,,x ,,,,
5/8/2018,2326,CEDAR LN,2326 CEDAR LN,Knoxville,TN,x ,,,,,
5/8/2018,2408,BROOKS AVE,2408 BROOKS AVE,Knoxville,TN,x ,,,,,
5/8/2018,2428,PINE MARTEN WAY,2428 PINE MARTEN WAY,Knoxville,TN,,x,,,,
5/8/2018,2504,PULASKI RD,2504 PULASKI RD,Knoxville,TN,,x,,,,
5/8/2018,2525,KEITH AVE,2525 KEITH AVE,Knoxville,TN,,x,,,,
5/8/2018,2608,DEXTER LN,2608 DEXTER LN,Knoxville,TN,x,,,personal cans only out ,,
5/8/2018,2645,CHUKAR RD,2645 CHUKAR RD,Knoxville,TN,x,,,personal can ,,
5/8/2018,2723,FAIRVIEW ST,2723 FAIRVIEW ST,Knoxville,TN,x,,,trash on ground ,,
5/8/2018,2814,PRUDEN DR,2814 PRUDEN DR,Knoxville,TN,,x,,,,
5/8/2018,2900,CARSON AVE,2900 CARSON AVE,Knoxville,TN,,x ,,,,
5/8/2018,2917,KNOX LN,2917 KNOX LN,Knoxville,TN,x,,,2 houses 3 city cans ,,
5/8/2018,3005,BOYDS BRIDGE PK,3005 BOYDS BRIDGE PK,Knoxville,TN,,x ,,,,
5/8/2018,3041,CONNER DR,3041 CONNER DR,Knoxville,TN,,x,,,,
5/8/2018,3110,KENYON ST,3110 KENYON ST,Knoxville,TN,,x ,,,,
5/8/2018,3126,ORCHARD AVE,3126 ORCHARD AVE,Knoxville,TN,,x,,,,
5/8/2018,3209,ORLANDO ST,3209 ORLANDO ST,Knoxville,TN,,x,,,,
5/8/2018,3238,KINGSMORE DR ,3238 KINGSMORE DR ,Knoxville,TN,,x,,,,
5/8/2018,3320,OCOEE TRL,3320 OCOEE TRL,Knoxville,TN,x ,,,grill,,
5/8/2018,3405,FOUNTAIN PARK BLVD,3405 FOUNTAIN PARK BLVD,Knoxville,TN,,x,,,,
5/8/2018,3433,LEXANN LN,3433 LEXANN LN,Knoxville,TN,,x,,,,
5/8/2018,3522,Alice Bell Rd,3522 Alice Bell Rd,Knoxville,TN,x,,,,,
5/8/2018,3620,LUCINDA DR,3620 LUCINDA DR,Knoxville,TN,,x,,,,
5/8/2018,3721,LUCINDA DR,3721 LUCINDA DR,Knoxville,TN,,x,,,,
5/8/2018,3817,IVY AVE,3817 IVY AVE,Knoxville,TN,,x,,,,
5/8/2018,3907,NORTH BELLEMEADE AVE,3907 NORTH BELLEMEADE AVE,Knoxville,TN,,x,,,,
5/8/2018,3947,BRIARGATE AVE,3947 BRIARGATE AVE,Knoxville,TN,x ,,,,,
5/8/2018,4030,GUMWOOD LN,4030 GUMWOOD LN,Knoxville,TN,x ,,,tv ,,
5/8/2018,4113,DEER RUN DR,4113 DEER RUN DR,Knoxville,TN,,x,,,,
5/8/2018,4201,LARIGO DR,4201 LARIGO DR,Knoxville,TN,x ,,,,,
5/8/2018,4216,DEER CREEK DR,4216 DEER CREEK DR,Knoxville,TN,,x ,,,,
5/8/2018,104,MCCAMEY RD,104 MCCAMEY RD,Knoxville,TN,,x ,,,,
5/8/2018,4316,LAMOUR DR,4316 LAMOUR DR,Knoxville,TN,,x,,,,
5/8/2018,4403,BRUHIN RD,4403 BRUHIN RD,Knoxville,TN,,,,broken toter ,,
5/8/2018,4419,DOGWOOD LN,4419 DOGWOOD LN,Knoxville,TN,,x,,,,
5/8/2018,4510,KINLOCK LN,4510 KINLOCK LN,Knoxville,TN,x,,,boxes and bags ,,
5/8/2018,4606,ERNESTINE DR,4606 ERNESTINE DR,Knoxville,TN,,x,,,,
5/8/2018,4700,CENTRAL AVENUE PIKE,4700 CENTRAL AVENUE PIKE,Knoxville,TN,,x,,,,
5/8/2018,4733,MAPLEHILL RD,4733 MAPLEHILL RD,Knoxville,TN,x ,,,,,
5/8/2018,4821,BALL CAMP PIKE,4821 BALL CAMP PIKE,Knoxville,TN,x,,,,,
5/8/2018,4915,MCINTYRE RD,4915 MCINTYRE RD,Knoxville,TN,,x,,,,
5/8/2018,5008,GRIFFINS GATE LN,5008 GRIFFINS GATE LN,Knoxville,TN,,x,,,,
5/8/2018,5101,BAYBERRY DR,5101 BAYBERRY DR,Knoxville,TN,,x,,,,
5/8/2018,5154,GARDEN MEADOW DR,5154 GARDEN MEADOW DR,Knoxville,TN,x,,,ex personal can ,,
5/8/2018,5221,TILLERY RD,5221 TILLERY RD,Knoxville,TN,,x,,,,
5/8/2018,5309,FOXWOOD RD,5309 FOXWOOD RD,Knoxville,TN,,x,,,,
5/8/2018,5402,E SUNSET RD,5402 E SUNSET RD,Knoxville,TN,,x,,,,
5/8/2018,5420,BRIERCLIFF RD,5420 BRIERCLIFF RD,Knoxville,TN,,x,,,,
5/8/2018,5505,BROADLEAF WAY,5505 BROADLEAF WAY,Knoxville,TN,,x,,,,
5/8/2018,5541,WOODBURN DR,5541 WOODBURN DR,Knoxville,TN,,x,,,,
5/8/2018,5614,PARKDALE RD,5614 PARKDALE RD,Knoxville,TN,,x,,,,
5/8/2018,5704,DOGWOOD RD,5704 DOGWOOD RD,Knoxville,TN,,x,,,,
5/8/2018,5720,DODGE RD,5720 DODGE RD,Knoxville,TN,,x,,,,
5/8/2018,5812,OUTER DR,5812 OUTER DR,Knoxville,TN,,x,,,,
5/8/2018,5903,AUTUMN OAKS LN,5903 AUTUMN OAKS LN,Knoxville,TN,,x,,,,
5/8/2018,5923,MARILYN DR,5923 MARILYN DR,Knoxville,TN,,x,,,,
5/8/2018,6006,BRIDGE GARDEN RD,6006 BRIDGE GARDEN RD,Knoxville,TN,,x,,,,
5/8/2018,6047,MEDLIN HEIGHTS RD,6047 MEDLIN HEIGHTS RD,Knoxville,TN,,x,,,,
5/8/2018,6201,VANDEMERE DR,6201 VANDEMERE DR,Knoxville,TN,,x,,,,
5/8/2018,6400,PAPERMILL DR ,6400 PAPERMILL DR ,Knoxville,TN,x,,,personal can ,,
5/8/2018,6604,HOLT LN,6604 HOLT LN,Knoxville,TN,x,,,,,
5/8/2018,6720,FOREST VILLAGE WAY,6720 FOREST VILLAGE WAY,Knoxville,TN,,x,,,,
